OBJECTID,Inverter,Row,Table_,UPN,Drive_Time_MIN,Drive_Time_SEC,As_Built_Northing,Design_Northing,Top_of_P_in_Northing_Tolerance,As_Built_Easting,Design_Easting,Easting_In_Tolerance,As_Built_Top_Elev,Design_Elevation,Pile_Length,As_Built_Reveal_ft,Design_Min_Reveal_ft,Design_Max_Reveal_ft,Reveal_in_Spec,As_Built_Embed,Design_Min_Embed,Min_Embd_Met,Pile_Twist,Twist_in_Tol,East_deg_Lean,North_Deg_Lean,Remediation_Complete,Remediation_Type,N_Dy,E_Dx,Elv_Dz,GlobalID,CreationDate,Creator,EditDate,Editor,Letter,Color,Damper,Pile_Type,Table_Ready_for_Racking,Symbology,Tracker_Slope_Deg,Cumulative_Slope,Pile_Installed,Elevation_In_Tolerance,East_Deg_Lean_In_Spec,North_Deg_Lean_in_Spec,Remediation_Approved,Pull_Test_Passed,Is_Pull_Test_Needed,Remediation_Performed,Random_Pull_Test,Cumulative_Tracker_Slope_in_Spe,Date_Installed,Date_of_Pull_Test,Date_of_Random_Pull_Test,Date_Remediation_Completed,Date_Remediation_Approved,Display,Drive_Finished_At,Drive_Machine,Hammering_Status,Hammering_Flag,Design_Bottom_of_Pile,Remediation_Reccomendation,Symbology_S02,UFN,Num_Helicals_In_Frame,Helical_Oreintation,Helical_PIle_Position,Frame_Des_Northing,Frame_Des_Easting,Frame_Des_Elv,Helical_or_W_Section,Helical_Clocking,Pile_Size,Pile_Shape,Phots_Needed,Symbology_3
47145,15,0,0,500035,,,,367373.989,No,,2262229.083,No,,908.5164,19.5,,1.0,3.5,,,16.0,,,Yes,,,,,4408487.868,27146748.996,,{dd2489fa-f088-4bc9-8dcd-68429f6f984a},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-02-19 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47146,15,0,0,500036,,,,367377.604,No,,2262229.083,No,,908.5164,19.5,,1.0,3.5,,,16.0,,,Yes,,,,,4408531.248,27146748.996,,{5447b9b1-c1ae-4b07-aeee-ce7d40126258},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-02 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47147,16,0,0,500037,,,,367373.989,No,,2262586.166,No,,890.3834,19.5,,1.0,3.5,,,16.0,,,Yes,,,,,4408487.868,27151033.992000002,,{85066729-29f6-4529-91a4-3e63baa803c5},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-02-05 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47148,16,0,0,500038,,,,367373.989,No,,2262595.083,No,,890.3834,27.5,,1.0,3.5,,,24.0,,,Yes,,,,,4408487.868,27151140.996,,{90f30366-9573-44e1-b34d-efbfa808a714},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-02 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47149,16,0,0,500039,,,,367373.989,No,,2262600.333,No,,890.3834,27.5,,1.0,3.5,,,24.0,,,Yes,,,,,4408487.868,27151203.996,,{4780a499-4229-4e17-a303-dc1834912f05},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-02-05 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47150,16,0,0,500040,,,,367373.989,No,,2262605.583,No,,890.3834,27.5,,1.0,3.5,,,24.0,,,Yes,,,,,4408487.868,27151266.996,,{12d4aa97-6b86-473e-9596-3fe1da831a67},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:25:01,Boldtpersonnel_boldt,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,Passed,Yes,2026-02-24 06:00:00,,2026-02-24 06:00:00,,,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47151,16,0,0,500041,,,,367373.989,No,,2262613.083,No,,890.3834,19.5,,1.0,3.5,,,16.0,,,Yes,,,,,4408487.868,27151356.996,,{011d1cf1-52fb-47cd-8fb8-bbc7a644aed7},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-02 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47152,16,0,0,500042,,,,367373.989,No,,2262619.083,No,,890.3834,19.5,,1.0,3.5,,,16.0,,,Yes,,,,,4408487.868,27151428.996,,{4960e34f-02fa-4f5c-88a6-fcd51d0720bf},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-02 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47153,16,0,0,500043,,,,367377.604,No,,2262619.083,No,,890.3834,19.5,,1.0,3.5,,,16.0,,,Yes,,,,,4408531.248,27151428.996,,{1c508453-73da-4197-b90c-236b7b120862},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-02 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47154,16,0,0,500044,,,,367377.604,No,,2262613.083,No,,890.3834,19.5,,1.0,3.5,,,16.0,,,Yes,,,,,4408531.248,27151356.996,,{3d04aedc-9e5a-4306-8433-5645d30ca169},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2025-12-31 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47155,16,0,0,500045,,,,367377.604,No,,2262605.583,No,,890.3834,27.5,,1.0,3.5,,,24.0,,,Yes,,,,,4408531.248,27151266.996,,{1b808bb3-6389-452b-baef-fb0bdf545cbb},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2025-12-31 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47156,16,0,0,500046,,,,367377.604,No,,2262600.333,No,,890.3834,27.5,,1.0,3.5,,,24.0,,,Yes,,,,,4408531.248,27151203.996,,{55369057-0bc8-4953-bd18-bcc483519d3a},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 17:14:02,Boldtpersonnel_boldt,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,Passed,Yes,2026-02-24 06:00:00,,2026-02-24 06:00:00,,,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47157,16,0,0,500047,,,,367377.604,No,,2262586.166,No,,890.3834,19.5,,1.0,3.5,,,16.0,,,Yes,,,,,4408531.248,27151033.992000002,,{88712f4b-93f3-4a83-b2e9-a3b0cee053ff},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-02-05 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47158,16,0,0,500048,,,,367377.604,No,,2262595.083,No,,890.3834,27.5,,1.0,3.5,,,24.0,,,Yes,,,,,4408531.248,27151140.996,,{7713cbd9-ea45-41b9-841a-c6691ec1cdc6},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2025-12-31 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47159,25,0,0,500049,,,,367329.698,,,2257390.07,,,884.3632,19.5,,1.0,3.5,,,16.0,,,Yes,,,,,4407956.376,27088680.839999996,,{eb056108-b664-459d-b12a-72741f23da21},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,0.0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47160,25,0,0,500050,,,,367329.698,,,2257381.153,,,884.3632,27.5,,1.0,3.5,,,24.0,,,Yes,,,,,4407956.376,27088573.836,,{00ca50df-5d3d-4b41-88bf-9b6afe3ab683},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,0.0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47161,25,0,0,500051,,,,367329.698,,,2257375.903,,,884.3632,27.5,,1.0,3.5,,,24.0,,,Yes,,,,,4407956.376,27088510.836,,{d79cb07c-da10-4d85-899d-59585a3bd4f6},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,0.0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47162,25,0,0,500052,,,,367329.698,,,2257370.653,,,884.3632,27.5,,1.0,3.5,,,24.0,,,Yes,,,,,4407956.376,27088447.836,,{9949501c-4188-40db-8d7e-4502f4bc9bdd},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,0.0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47163,25,0,0,500053,,,,367329.698,,,2257363.153,,,884.3632,19.5,,1.0,3.5,,,16.0,,,Yes,,,,,4407956.376,27088357.836,,{da80db2c-eb89-4424-9556-2b8aecd4e1b9},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,0.0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47164,25,0,0,500054,,,,367329.698,,,2257357.153,,,884.3632,19.5,,1.0,3.5,,,16.0,,,Yes,,,,,4407956.376,27088285.836,,{25f34bf6-4a3c-4285-910f-3985d329e550},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,0.0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47165,25,0,0,500055,,,,367326.083,,,2257357.153,,,884.3632,19.5,,1.0,3.5,,,16.0,,,Yes,,,,,4407912.995999999,27088285.836,,{c355e14e-4398-4d9e-9750-fe0dba783153},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,0.0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47166,25,0,0,500056,,,,367326.083,,,2257363.153,,,884.3632,19.5,,1.0,3.5,,,16.0,,,Yes,,,,,4407912.995999999,27088357.836,,{743506f8-d84e-4e81-8934-ce7a01b0e7f8},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,0.0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47167,25,0,0,500057,,,,367326.083,,,2257370.653,,,884.3632,27.5,,1.0,3.5,,,24.0,,,Yes,,,,,4407912.995999999,27088447.836,,{fae878e0-797c-4959-846f-9a5294002162},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,0.0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47168,25,0,0,500058,,,,367326.083,,,2257375.903,,,884.3632,27.5,,1.0,3.5,,,24.0,,,Yes,,,,,4407912.995999999,27088510.836,,{13812159-3463-4de6-863d-4cf2ebd1e788},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,0.0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47169,25,0,0,500059,,,,367326.083,,,2257381.153,,,884.3632,27.5,,1.0,3.5,,,24.0,,,Yes,,,,,4407912.995999999,27088573.836,,{645b49cc-68f3-4f3c-9447-34a9eb4b26db},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,0.0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47170,25,0,0,500060,,,,367326.083,,,2257390.07,,,884.3632,19.5,,1.0,3.5,,,16.0,,,Yes,,,,,4407912.995999999,27088680.839999996,,{62b22c7c-3ce7-41e8-8f23-390bdc5fceae},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,0.0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47171,26,0,0,500061,,,367329.839,367329.698,Yes,2257916.538,2257916.57,Yes,887.862,882.8423,19.5,887.862,1.0,3.5,No,-868.362,16.0,No,-2.6864472798360026,Yes,89.7326810427772,89.9777232590669,,,-1.6920000000391155,0.3839999958872795,,{ad2f60b1-db17-4bc7-bf45-c27c346fdd86},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47172,26,0,0,500062,,,367329.771,367329.698,Yes,2257907.408,2257907.653,No,888.79,882.8423,27.5,888.79,1.0,3.5,No,-861.29,24.0,No,-0.07125275566629341,Yes,89.064326522303,89.7424540295345,,,-0.8760000003967434,2.9400000013411045,,{11cdbf04-cf27-44b0-b722-7f3bedf4732c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47173,26,0,0,500063,,,367329.754,367329.698,Yes,2257902.436,2257902.403,Yes,888.509,882.8423,27.5,888.509,1.0,3.5,No,-861.009,24.0,No,-4.464702888129693,Yes,90.344353292588,89.8587254408115,,,-0.6720000004861504,-0.39600000344216824,,{cf8bb812-aad4-489f-93af-d3138d4cf599},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47174,26,0,0,500064,,,367329.765,367329.698,Yes,2257897.089,2257897.153,Yes,888.198,882.8423,27.5,888.198,1.0,3.5,No,-860.698,24.0,No,-1.880990461106805,Yes,90.1272631432851,90.1454435194841,,,-0.8040000004693866,0.7679999973624945,,{5f3f0a13-7cbf-4023-bded-2fa33eca5b59},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47175,26,0,0,500065,,,367329.777,367329.698,Yes,2257889.622,2257889.653,Yes,884.475,882.8423,19.5,884.475,1.0,3.5,No,-864.975,16.0,No,-0.5083836044131971,Yes,90.0619860342492,90.0619860342492,,,-0.9480000003241003,0.3719999995082617,,{f14124e4-88a2-4a96-ae10-1e43ffcdb2d5},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47176,26,0,0,500066,,,367329.728,367329.698,Yes,2257883.728,2257883.653,Yes,884.242,882.8423,19.5,884.242,1.0,3.5,No,-864.742,16.0,No,8.284675828578202,No,90.4201467837068,90.0221133832707,,,-0.3600000003352761,-0.9000000022351742,,{58d300e1-4052-4b98-9fe1-deccf2634019},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47177,26,0,0,500067,,,367326.073,367326.083,Yes,2257883.726,2257883.653,Yes,884.78,882.8423,19.5,884.78,1.0,3.5,No,-865.28,16.0,No,-1.4876357046639015,Yes,90.723296992135,89.9238594737469,,,0.12000000011175871,-0.8759999983012676,,{611ebf6a-0541-45b7-b1de-4815c7cc38d9},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47178,26,0,0,500068,,,367326.15,367326.083,Yes,2257889.542,2257889.653,No,884.861,882.8423,19.5,884.861,1.0,3.5,No,-865.361,16.0,No,-3.427722909598998,Yes,89.7756051420288,90.2430942122381,,,-0.8040000004693866,1.3320000004023314,,{55985369-af77-4817-8b7d-4a11cd8c8890},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47179,26,0,0,500069,,,367326.24,367326.083,No,2257897.002,2257897.153,No,885.015,882.8423,27.5,885.015,1.0,3.5,No,-857.515,24.0,No,-0.5289525739798933,Yes,88.4844906481624,90.076752505641,,,-1.884000000078231,1.8120000008493662,,{bb49fbbc-7a6c-4d50-8d95-1822d406e973},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,No,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47180,26,0,0,500070,,,367326.201,367326.083,Yes,2257902.476,2257902.403,Yes,885.112,882.8423,27.5,885.112,1.0,3.5,No,-857.612,24.0,No,-0.3256321921490013,Yes,89.9223897769155,89.7089640020846,,,-1.4160000002011657,-0.8759999983012676,,{86234048-7b27-4cb1-b950-c9eb46d938c1},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47181,26,0,0,500071,,,367326.134,367326.083,Yes,2257907.675,2257907.653,Yes,885.319,882.8423,27.5,885.319,1.0,3.5,No,-857.819,24.0,No,-1.479279206000399,Yes,89.8031080571605,90.1575137742707,,,-0.612000000430271,-0.2639999985694885,,{655e37f3-b630-4793-a09b-7d2f31de17a4},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47182,26,0,0,500072,,,367326.181,367326.083,Yes,2257916.617,2257916.57,Yes,885.667,882.8423,19.5,885.667,1.0,3.5,No,-866.167,16.0,No,0.056773682091602495,Yes,90.5575012192211,89.7426853538905,,,-1.1759999999776483,-0.5640000030398369,,{41a1e94f-bb4b-40f0-8e60-8b7e869a5011},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47183,27,0,0,500073,,,367329.761,367329.698,Yes,2258825.546,2258825.653,No,890.718,888.0868,19.5,890.718,1.0,3.5,No,-871.218,16.0,No,89.8074462707775,No,88.9325003161861,90.2174777597644,,,-0.7560000002849847,1.2839999981224537,,{252abed2-951c-4751-8c50-d6db369e78cb},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,"Field verify – Reveal offset (above by 887.22 ft) – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47184,27,0,0,500074,,,367329.7,367329.698,Yes,2258819.595,2258819.653,Yes,890.698,888.0868,19.5,890.698,1.0,3.5,No,-871.198,16.0,No,86.20544708,No,89.8016082089712,90.7736840663719,,,-0.0240000004414469,0.6959999967366457,,{f5833a79-512e-460d-aeaf-6b338eb1bc69},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,"Field verify – Reveal offset (above by 887.20 ft) – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47185,27,0,0,500075,,,367326.14,367326.083,Yes,2258819.597,2258819.653,Yes,890.888,888.0868,19.5,890.888,1.0,3.5,No,-871.388,16.0,No,-85.33855833,No,90.6403600888258,89.9623301968152,,,-0.6840000003576279,0.6719999983906746,,{fa0470a9-7739-401b-9dcd-7962582b0cc5},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,"Field verify – Reveal offset (above by 887.39 ft) – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47186,27,0,0,500076,,,367326.115,367326.083,Yes,2258825.721,2258825.653,Yes,890.874,888.0868,19.5,890.874,1.0,3.5,No,-871.374,16.0,No,86.1606945797488,No,90.3796881435198,89.8291383405615,,,-0.3840000000782311,-0.8159999996423721,,{fb3663e8-f877-448a-965f-20a5f97872e0},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,"Field verify – Reveal offset (above by 887.37 ft) – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47187,27,0,0,500077,,,367326.092,367326.083,Yes,2258833.17,2258833.153,Yes,890.785,888.0868,27.5,890.785,1.0,3.5,No,-863.285,24.0,No,85.864220472656,No,90.3118106844133,89.8246053040811,,,-0.10800000024028122,-0.20399999991059303,,{083bf7bd-3eaa-46c9-b923-68c7c054040c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,"Field verify – Reveal offset (above by 887.28 ft) – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47188,27,0,0,500078,,,367326.076,367326.083,Yes,2258838.432,2258838.403,Yes,890.704,888.0868,27.5,890.704,1.0,3.5,No,-863.204,24.0,No,84.9362713085596,No,90.3846587361788,89.9038339614563,,,0.08399999979883432,-0.3480000011622906,,{f3d3cbe3-e2f6-45e6-b076-99f64b7b0e8b},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,"Field verify – Reveal offset (above by 887.20 ft) – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47189,27,0,0,500079,,,367326.092,367326.083,Yes,2258843.662,2258843.653,Yes,890.671,888.0868,27.5,890.671,1.0,3.5,No,-863.171,24.0,No,83.529735630721,No,90.7206636194604,89.5595799012335,,,-0.10800000024028122,-0.10800000093877316,,{df8c0e6a-47de-4703-a455-b5c33861336d},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,"Field verify – Reveal offset (above by 887.17 ft) – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47190,27,0,0,500080,,,367326.02,367326.083,Yes,2258852.496,2258852.57,Yes,890.695,888.0868,19.5,890.695,1.0,3.5,No,-871.195,16.0,No,-80.47684572,No,89.7121872391993,89.9383253425511,,,0.7559999995864928,0.8880000002682209,,{7d8a26e6-c6bd-412a-86d3-43ee1bb49a5f},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,"Field verify – Reveal offset (above by 887.20 ft) – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47191,27,0,0,500081,,,367329.709,367329.698,Yes,2258833.117,2258833.153,Yes,890.62,888.0868,27.5,890.62,1.0,3.5,No,-863.12,24.0,No,83.9407634620698,No,89.671425658461,90.6160599077777,,,-0.1319999999832362,0.4319999981671572,,{f784fa3e-c700-44b0-9fb0-0555f04d0bf1},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,"Field verify – Reveal offset (above by 887.12 ft) – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47192,27,0,0,500082,,,367329.61,367329.698,Yes,2258838.483,2258838.403,Yes,890.91,888.0868,27.5,890.91,1.0,3.5,No,-863.41,24.0,No,86.755594711307,No,91.2999298140033,89.3054317871961,,,1.0559999998658895,-0.9600000008940697,,{1b9970f3-5e4e-456b-ba52-53f77e8741f2},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,"Field verify – Reveal offset (above by 887.41 ft) – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47193,27,0,0,500083,,,367329.692,367329.698,Yes,2258843.665,2258843.653,Yes,890.614,888.0868,27.5,890.614,1.0,3.5,No,-863.114,24.0,No,85.2805130649705,No,91.0109970518874,90.1784291856224,,,0.07199999992735684,-0.14400000125169754,,{c304b568-fc2e-470e-818f-ad057c32dfbf},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,"Field verify – Reveal offset (above by 887.11 ft) – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47194,27,0,0,500084,,,367329.755,367329.698,Yes,2258852.353,2258852.57,No,890.72,888.0868,19.5,890.72,1.0,3.5,No,-871.22,16.0,No,87.2074776401309,No,89.7569652751671,90.2227820425418,,,-0.6840000003576279,2.6039999965578318,,{e436851a-ac67-4e9b-9938-520ecb7339b7},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,"Field verify – Easting out of tolerance – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47195,28,0,0,500085,,,,365903.219,No,,2256732.899,No,,887.5843,18.5,,1.0,3.5,,,15.0,,,Yes,,,,,4390838.628,27080794.788000003,,{fb260950-38af-4fc7-8a93-9cffb44277e7},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47196,28,0,0,500086,,,,365903.219,No,,2256747.065,No,,887.5843,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4390838.628,27080964.78,,{910c9c54-83bc-400b-b2f9-0d2a221138ee},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,Passed,Yes,2026-02-12 06:00:00,,2026-02-12 06:00:00,,,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
